paper,conf,year,doi,position,name,orcid,identity
agile_2022_008,agile,2022,10.5194/agile-giss-3-8-2022,1,Hiroyuki Kaneko,0000-0002-8644-0933,orcid:0000-0002-8644-0933
agile_2022_008,agile,2022,10.5194/agile-giss-3-8-2022,2,Toshihiro Osaragi,0000-0002-6327-3976,orcid:0000-0002-6327-3976
agile_2022_016,agile,2022,10.5194/agile-giss-3-16-2022,1,Mehtab Alam Syed,0000-0003-3696-0030,orcid:0000-0003-3696-0030
agile_2022_016,agile,2022,10.5194/agile-giss-3-16-2022,2,Elena Arsevska,0000-0002-6693-2316,orcid:0000-0002-6693-2316
agile_2022_016,agile,2022,10.5194/agile-giss-3-16-2022,3,Mathieu Roche,0000-0003-3272-8568,orcid:0000-0003-3272-8568
agile_2022_016,agile,2022,10.5194/agile-giss-3-16-2022,4,Maguelonne Teisseire,0000-0001-9313-6414,orcid:0000-0001-9313-6414
agile_2023_006,agile,2023,10.5194/agile-giss-4-7-2023,1,Paul Mattes,,name:mattes paul
agile_2023_006,agile,2023,10.5194/agile-giss-4-7-2023,2,Rico Richter,0000-0001-5523-3694,orcid:0000-0001-5523-3694
agile_2023_006,agile,2023,10.5194/agile-giss-4-7-2023,3,Jürgen Döllner,,name:dollner jurgen
agile_2023_014,agile,2023,10.5194/agile-giss-4-15-2023,1,Raphael Zürcher,,name:raphael zurcher
agile_2023_014,agile,2023,10.5194/agile-giss-4-15-2023,2,Jiayan Zhao,0000-0002-8533-6042,orcid:0000-0002-8533-6042
agile_2023_014,agile,2023,10.5194/agile-giss-4-15-2023,3,Alvaro Lau Sarmiento,,name:alvaro lau sarmiento
agile_2023_014,agile,2023,10.5194/agile-giss-4-15-2023,4,Benjamin Brede,0000-0001-9253-4517,orcid:0000-0001-9253-4517
agile_2023_014,agile,2023,10.5194/agile-giss-4-15-2023,5,Alexander Klippel,0000-0002-7171-492X,orcid:0000-0002-7171-492X
giscience_2016_005,giscience,2016,10.1007/978-3-319-45738-3_5,1,KwangSoo Yang,0000-0003-4293-9908,orcid:0000-0003-4293-9908
giscience_2016_021,giscience,2016,10.1007/978-3-319-45738-3_21,1,Peter Kiefer,0000-0003-4457-0438,orcid:0000-0003-4457-0438
giscience_2016_021,giscience,2016,10.1007/978-3-319-45738-3_21,2,Ioannis Giannopoulos,0000-0002-2556-5230,orcid:0000-0002-2556-5230
giscience_2016_021,giscience,2016,10.1007/978-3-319-45738-3_21,3,Andrew T. Duchowski,0000-0003-1681-7878,orcid:0000-0003-1681-7878
giscience_2016_021,giscience,2016,10.1007/978-3-319-45738-3_21,4,Martin Raubal,0000-0001-5951-6835,orcid:0000-0001-5951-6835
giscience_2018_004,giscience,2018,10.4230/LIPIcs.GIScience.2018.4,1,Francis Harvey,0000-0003-0027-8320,orcid:0000-0003-0027-8320
giscience_2018_012,giscience,2018,10.4230/LIPIcs.GIScience.2018.12,1,Alan T. Murray,0000-0003-2674-6110,orcid:0000-0003-2674-6110
giscience_2018_012,giscience,2018,10.4230/LIPIcs.GIScience.2018.12,2,"Feng, Xin",0000-0001-6434-3895,orcid:0000-0001-6434-3895
giscience_2018_012,giscience,2018,10.4230/LIPIcs.GIScience.2018.12,3,Ali Shokoufandeh,,name:ali shokoufandeh
giscience_2021_004,giscience,2020,10.4230/lipics.giscience.2021.i.4,1,Anika Graupner,,name:anika graupner
giscience_2021_004,giscience,2020,10.4230/lipics.giscience.2021.i.4,2,Daniel Nüst,0000-0002-0024-5046,orcid:0000-0002-0024-5046
giscience_2021_012,giscience,2020,10.4230/lipics.giscience.2021.i.12,1,Jinmeng Rao,0000-0003-2370-5129,orcid:0000-0003-2370-5129
giscience_2021_012,giscience,2020,10.4230/lipics.giscience.2021.i.12,2,Song Gao,0000-0003-4359-6302,orcid:0000-0003-4359-6302
giscience_2021_012,giscience,2020,10.4230/lipics.giscience.2021.i.12,3,Yuhao Kang,0000-0003-3810-9450,orcid:0000-0003-3810-9450
giscience_2021_012,giscience,2020,10.4230/lipics.giscience.2021.i.12,4,Qunying Huang,0000-0003-3499-7294,orcid:0000-0003-3499-7294
giscience_2021_020,giscience,2021,10.4230/lipics.giscience.2021.ii.4,1,Ye Hong,0000-0002-8996-3748,orcid:0000-0002-8996-3748
giscience_2021_020,giscience,2021,10.4230/lipics.giscience.2021.ii.4,2,Yanan Xin,0000-0003-3866-821X,orcid:0000-0003-3866-821X
giscience_2021_020,giscience,2021,10.4230/lipics.giscience.2021.ii.4,3,Henry Martin,0000-0002-0456-8539,orcid:0000-0002-0456-8539
giscience_2021_020,giscience,2021,10.4230/lipics.giscience.2021.ii.4,4,Dominik Bucher,0000-0001-9824-5388,orcid:0000-0001-9824-5388
giscience_2021_020,giscience,2021,10.4230/lipics.giscience.2021.ii.4,5,Martin Raubal,0000-0001-5951-6835,orcid:0000-0001-5951-6835
giscience_2021_028,giscience,2021,10.4230/lipics.giscience.2021.ii.12,1,Timon Behr,,name:behr timon
giscience_2021_028,giscience,2021,10.4230/lipics.giscience.2021.ii.12,2,Thomas C. van Dijk,0000-0001-6553-7317,orcid:0000-0001-6553-7317
giscience_2021_028,giscience,2021,10.4230/lipics.giscience.2021.ii.12,3,Axel Forsch,0000-0002-3849-4865,orcid:0000-0002-3849-4865
giscience_2021_028,giscience,2021,10.4230/lipics.giscience.2021.ii.12,4,Jan‐Henrik Haunert,0000-0001-8005-943X,orcid:0000-0001-8005-943X
giscience_2021_028,giscience,2021,10.4230/lipics.giscience.2021.ii.12,5,Sabine Storandt,0000-0001-5411-3834,orcid:0000-0001-5411-3834
giscience_2023_003,giscience,2023,10.4230/LIPIcs.GIScience.2023.3,1,Subhankar Ghosh,0000-0003-3242-3406,orcid:0000-0003-3242-3406
giscience_2023_003,giscience,2023,10.4230/LIPIcs.GIScience.2023.3,2,Jayant Gupta,,orcid:0000-0001-7028-9928
giscience_2023_003,giscience,2023,10.4230/LIPIcs.GIScience.2023.3,3,Arun Sharma,0000-0002-6908-6960,orcid:0000-0002-6908-6960
giscience_2023_003,giscience,2023,10.4230/LIPIcs.GIScience.2023.3,4,Shuai An,0000-0001-5477-3437,orcid:0000-0001-5477-3437
giscience_2023_003,giscience,2023,10.4230/LIPIcs.GIScience.2023.3,5,Shashi Shekhar,0000-0001-8837-192X,orcid:0000-0001-8837-192X
giscience_2023_011,giscience,2023,10.4230/LIPIcs.GIScience.2023.11,1,"Wiedemann, Nina",0000-0002-8160-7634,orcid:0000-0002-8160-7634
giscience_2023_011,giscience,2023,10.4230/LIPIcs.GIScience.2023.11,2,"Martin, Henry",0000-0002-0456-8539,orcid:0000-0002-0456-8539
giscience_2023_011,giscience,2023,10.4230/LIPIcs.GIScience.2023.11,3,"Westerholt, René",0000-0001-8228-3814,orcid:0000-0001-8228-3814
agile_2018_001,agile,2018,10.1007/978-3-319-78208-9_1,1,Robert Krüger,0000-0002-2813-1323,orcid:0000-0002-2813-1323
agile_2018_001,agile,2018,10.1007/978-3-319-78208-9_1,2,Pierre Karrasch,0000-0001-5285-8920,orcid:0000-0001-5285-8920
agile_2018_001,agile,2018,10.1007/978-3-319-78208-9_1,3,Lars Bernard,0000-0002-3085-7457,orcid:0000-0002-3085-7457
agile_2018_009,agile,2018,10.1007/978-3-319-78208-9_9,1,Jan Jedersberger,,name:jan jedersberger
agile_2018_009,agile,2018,10.1007/978-3-319-78208-9_9,2,Christian Stern,0009-0002-7254-5248,orcid:0009-0002-7254-5248
agile_2018_009,agile,2018,10.1007/978-3-319-78208-9_9,3,Mary Wykstra,0000-0001-5778-0448,orcid:0000-0001-5778-0448
agile_2018_009,agile,2018,10.1007/978-3-319-78208-9_9,4,Gertrud Schaab,0000-0002-1515-5051,orcid:0000-0002-1515-5051
agile_2018_017,agile,2018,10.1007/978-3-319-78208-9_17,1,José Duarte,0000-0002-7552-1551,orcid:0000-0002-7552-1551
agile_2018_017,agile,2018,10.1007/978-3-319-78208-9_17,2,Paulo Dias,0000-0002-3754-2749,orcid:0000-0002-3754-2749
agile_2018_017,agile,2018,10.1007/978-3-319-78208-9_17,3,José Moreira,0000-0003-4633-6944,orcid:0000-0003-4633-6944
agile_2020_011,agile,2020,10.5194/agile-giss-1-12-2020,1,Aoyong Li,0000-0001-8032-5881,orcid:0000-0001-8032-5881
agile_2020_011,agile,2020,10.5194/agile-giss-1-12-2020,2,Kay W. Axhausen,,name:axhausen kay
agile_2020_019,agile,2020,10.5194/agile-giss-1-20-2020,1,Mariana Vallejo Velázquez,0000-0003-3838-5957,orcid:0000-0003-3838-5957
agile_2020_019,agile,2020,10.5194/agile-giss-1-20-2020,2,Ourania Kounadi,0000-0002-5998-7343,orcid:0000-0002-5998-7343
agile_2020_019,agile,2020,10.5194/agile-giss-1-20-2020,3,Andrea Pődör,0000-0002-8534-9361,orcid:0000-0002-8534-9361
agile_2017_003,agile,2017,10.1007/978-3-319-56759-4_3,1,Shlomit Flint,,name:flint shlomit
agile_2017_019,agile,2017,10.1007/978-3-319-56759-4_19,1,Rui Zhu,0000-0002-8910-9445,orcid:0000-0002-8910-9445
agile_2017_019,agile,2017,10.1007/978-3-319-56759-4_19,2,Phaedon Kyriakidis,0000-0003-4222-8567,orcid:0000-0003-4222-8567
agile_2017_019,agile,2017,10.1007/978-3-319-56759-4_19,3,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
agile_2019_008,agile,2019,10.1007/978-3-030-14745-7_8,1,Nikmal Raghestani,,name:nikmal raghestani
agile_2019_008,agile,2019,10.1007/978-3-030-14745-7_8,2,Carsten Keßler,0000-0002-9724-820X,orcid:0000-0002-9724-820X
agile_2021_004,agile,2021,10.5194/agile-giss-2-4-2021,1,Isabell G. Klipper,,name:isabell klipper
agile_2021_004,agile,2021,10.5194/agile-giss-2-4-2021,2,Alexander Zipf,0000-0003-4916-9838,orcid:0000-0003-4916-9838
agile_2021_004,agile,2021,10.5194/agile-giss-2-4-2021,3,Sven Lautenbach,0000-0003-1825-9996,orcid:0000-0003-1825-9996
agile_2021_012,agile,2021,10.5194/agile-giss-2-12-2021,1,Inga Schlegel,0000-0003-1468-4944,orcid:0000-0003-1468-4944
agile_2022_001,agile,2022,10.5194/agile-giss-3-1-2022,1,Thomas Bartoschek,0000-0002-0882-1036,orcid:0000-0002-0882-1036
agile_2022_001,agile,2022,10.5194/agile-giss-3-1-2022,2,Angela Schwering,0000-0002-4185-1464,orcid:0000-0002-4185-1464
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,1,Zilong Liu,0000-0003-3637-1586,orcid:0000-0003-3637-1586
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,2,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,3,Ling Cai,0000-0001-7106-4907,orcid:0000-0001-7106-4907
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,4,Rui Zhu,0000-0001-7631-3589,orcid:0000-0001-7631-3589
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,5,Gengchen Mai,0000-0002-7818-7309,orcid:0000-0002-7818-7309
agile_2022_009,agile,2022,10.5194/agile-giss-3-9-2022,6,Meilin Shi,0000-0001-6039-7810,orcid:0000-0001-6039-7810
agile_2022_017,agile,2022,10.5194/agile-giss-3-17-2022,1,Marie-Dominique Van Damme,0000-0002-0007-5972,orcid:0000-0002-0007-5972
agile_2022_017,agile,2022,10.5194/agile-giss-3-17-2022,2,Ana‐Maria Olteanu‐Raimond,0000-0002-1101-1333,orcid:0000-0002-1101-1333
agile_2023_007,agile,2023,10.5194/agile-giss-4-8-2023,1,Vasileios Milias,0000-0003-1022-4465,orcid:0000-0003-1022-4465
agile_2023_007,agile,2023,10.5194/agile-giss-4-8-2023,2,Shahin Sharifi Noorian,0000-0001-6211-1871,orcid:0000-0001-6211-1871
agile_2023_007,agile,2023,10.5194/agile-giss-4-8-2023,3,Alessandro Bozzon,0000-0002-3300-2913,orcid:0000-0002-3300-2913
agile_2023_007,agile,2023,10.5194/agile-giss-4-8-2023,4,Achilleas Psyllidis,0000-0002-3918-1545,orcid:0000-0002-3918-1545
agile_2024_001,agile,2024,10.5194/agile-giss-5-2-2024,1,Matias Cardoso,,name:cardoso matias
agile_2024_001,agile,2024,10.5194/agile-giss-5-2-2024,2,Vasileios Milias,0000-0003-1022-4465,orcid:0000-0003-1022-4465
agile_2024_001,agile,2024,10.5194/agile-giss-5-2-2024,3,M.G.A.D. Harteveld,0000-0001-7164-6165,orcid:0000-0001-7164-6165
giscience_2016_014,giscience,2016,10.1007/978-3-319-45738-3_14,1,Xiaoxiao Liu,0000-0003-2479-897X,orcid:0000-0003-2479-897X
giscience_2016_014,giscience,2016,10.1007/978-3-319-45738-3_14,2,Stefania Bertazzon,0000-0002-1292-5348,orcid:0000-0002-1292-5348
giscience_2018_005,giscience,2018,10.4230/LIPIcs.GIScience.2018.5,1,Yingjie Hu,0000-0002-5515-4125,orcid:0000-0002-5515-4125
giscience_2018_005,giscience,2018,10.4230/LIPIcs.GIScience.2018.5,2,Krzysztof Janowicz,,orcid:0009-0003-1968-887X
giscience_2018_013,giscience,2018,10.4230/LIPIcs.GIScience.2018.13,1,Benjamin Niedermann,0000-0001-6638-7250,orcid:0000-0001-6638-7250
giscience_2018_013,giscience,2018,10.4230/LIPIcs.GIScience.2018.13,2,Johannes Oehrlein,0000-0003-0478-4298,orcid:0000-0003-0478-4298
giscience_2018_013,giscience,2018,10.4230/LIPIcs.GIScience.2018.13,3,Sven Lautenbach,,orcid:0000-0003-1825-9996
giscience_2018_013,giscience,2018,10.4230/LIPIcs.GIScience.2018.13,4,Jan‐Henrik Haunert,0000-0001-8005-943X,orcid:0000-0001-8005-943X
giscience_2021_013,giscience,2020,10.4230/lipics.giscience.2021.i.13,1,Arun Sharma,0000-0002-6908-6960,orcid:0000-0002-6908-6960
giscience_2021_013,giscience,2020,10.4230/lipics.giscience.2021.i.13,2,Xun Tang,0000-0003-0317-9176,orcid:0000-0003-0317-9176
giscience_2021_013,giscience,2020,10.4230/lipics.giscience.2021.i.13,3,Jayant Gupta,,orcid:0000-0001-7028-9928
giscience_2021_013,giscience,2020,10.4230/lipics.giscience.2021.i.13,4,Majid Farhadloo,0000-0001-8602-0165,orcid:0000-0001-8602-0165
giscience_2021_013,giscience,2020,10.4230/lipics.giscience.2021.i.13,5,Shashi Shekhar,0000-0002-3191-3879,orcid:0000-0002-3191-3879
giscience_2021_021,giscience,2021,10.4230/lipics.giscience.2021.ii.5,1,Negar Alinaghi,0000-0001-6594-4481,orcid:0000-0001-6594-4481
giscience_2021_021,giscience,2021,10.4230/lipics.giscience.2021.ii.5,2,Markus Kattenbeck,0000-0001-6028-0428,orcid:0000-0001-6028-0428
giscience_2021_021,giscience,2021,10.4230/lipics.giscience.2021.ii.5,3,Antonia Golab,0000-0001-9307-6669,orcid:0000-0001-9307-6669
giscience_2021_021,giscience,2021,10.4230/lipics.giscience.2021.ii.5,4,Ioannis Giannopoulos,0000-0002-2556-5230,orcid:0000-0002-2556-5230
giscience_2021_029,giscience,2021,10.4230/lipics.giscience.2021.ii.13,1,"Scott, Jamie",0000-0001-5232-1613,orcid:0000-0001-5232-1613
giscience_2021_029,giscience,2021,10.4230/lipics.giscience.2021.ii.13,2,"Stock, Kristin",0000-0002-5828-6430,orcid:0000-0002-5828-6430
giscience_2021_029,giscience,2021,10.4230/lipics.giscience.2021.ii.13,3,"Morgan, Fraser",0000-0002-7964-3361,orcid:0000-0002-7964-3361
giscience_2021_029,giscience,2021,10.4230/lipics.giscience.2021.ii.13,4,"Whitehead, Brandon",0000-0002-0337-8610,orcid:0000-0002-0337-8610
giscience_2021_029,giscience,2021,10.4230/lipics.giscience.2021.ii.13,5,"Medyckyj-Scott, David",0000-0001-5234-9923,orcid:0000-0001-5234-9923
giscience_2023_004,giscience,2023,10.4230/LIPIcs.GIScience.2023.4,1,"Hildemann, Moritz J.",0000-0001-6520-8820,orcid:0000-0001-6520-8820
giscience_2023_004,giscience,2023,10.4230/LIPIcs.GIScience.2023.4,2,"Murray, Alan T.",0000-0003-2674-6110,orcid:0000-0003-2674-6110
giscience_2023_004,giscience,2023,10.4230/LIPIcs.GIScience.2023.4,3,"Verstegen, Judith A.",0000-0002-9082-4323,orcid:0000-0002-9082-4323
agile_2017_007,agile,2017,10.1007/978-3-319-56759-4_7,1,Hartmut Löwen,0000-0001-5376-8062,orcid:0000-0001-5376-8062
agile_2017_007,agile,2017,10.1007/978-3-319-56759-4_7,2,Angela Schwering,0000-0002-4185-1464,orcid:0000-0002-4185-1464
